file_path,fact_id,current_state,risk_level,confidence,source_quality,provenance,bucket,sub_reason,urls_alive_count,urls_dead_count,conflicts_with
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuu-letterofunderstanding-2021.md,eijuu-letterofunderstanding-2021,ai_extracted,medium,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuu-nenkin-2year-shomei-method.md,eijuu-nenkin-2year-shomei-method,ai_extracted,medium,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuu-nenkin-risk.md,eijuu-nenkin-risk,ai_extracted,critical,medium,official,human_curated_early,needs_domain,deep-water family slug/keyword,7,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuu-payment-strict-2024.md,eijuu-payment-strict-2024,ai_extracted,high,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuu-renew-not-required.md,eijuu-renew-not-required,ai_extracted,medium,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuu-shinsei-shorui.md,eijuu-shinsei-shorui,ai_extracted,high,high,official,human_curated_early,needs_domain,deep-water family slug/keyword,7,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuu-shotoku-200man-myth.md,eijuu-shotoku-200man-myth,ai_extracted,high,low,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuu-shotoku-haigusha-3year.md,eijuu-shotoku-haigusha-3year,ai_extracted,medium,medium,official,ai_bulk_2026_05_17,needs_domain,deep-water family slug/keyword,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuu-takeoff-risk.md,eijuu-takeoff-risk,ai_extracted,high,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuu-tokubetsu.md,eijuu-tokubetsu,ai_verified,medium,high,official,human_curated_early,needs_domain,primary official URL DEAD (https://www.moj.go.jp/isa/applications/status/tokubetsueijusha.html); needs FACT URL refresh,5,5,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuu-vs-kika-key-diff.md,eijuu-vs-kika-key-diff,ai_extracted,medium,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,4,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuu-zairyu-keizoku-renewal-during.md,eijuu-zairyu-keizoku-renewal-during,ai_extracted,high,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuu-zairyu-kikan.md,eijuu-zairyu-kikan,ai_verified,high,high,official,human_curated_early,needs_domain,ai_verified but contains ai_inference/strategy language,7,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuu-zeikin-payment.md,eijuu-zeikin-payment,ai_extracted,high,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/eijuusha-haigusha-divorce.md,eijuusha-haigusha-divorce,ai_extracted,high,high,official,ai_bulk_2026_05_17,needs_domain,deep-water family slug/keyword,4,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/foreigner-employment-info-portal.md,foreigner-employment-info-portal,ai_extracted,low,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/fuhou-shurou-employer.md,fuhou-shurou-employer,ai_extracted,high,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/furusato-nozei.md,furusato-nozei,ai_verified,low,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,5,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gaiko-souzoku-kokusai.md,gaiko-souzoku-kokusai,ai_extracted,medium,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gaikokujin-byoin.md,gaikokujin-byoin,ai_verified,medium,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,5,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gaikokujin-chintai.md,gaikokujin-chintai,ai_verified,medium,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,5,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gaikokujin-kenko-shindan.md,gaikokujin-kenko-shindan,ai_verified,medium,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,5,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gaikokujin-koyo-todokede.md,gaikokujin-koyo-todokede,ai_verified,high,high,official,human_curated_early,l5_eligible,slug matches L5 signal 'todoke',4,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gaikokujin-rodo-sodan.md,gaikokujin-rodo-sodan,ai_verified,medium,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,5,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gaikokujin-seikatsu-hogo.md,gaikokujin-seikatsu-hogo,ai_verified,high,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,5,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gaikokujin-sodan-center.md,gaikokujin-sodan-center,ai_verified,low,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,5,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gaikokujin-soudan-center.md,gaikokujin-soudan-center,ai_extracted,low,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gaimen-kirikae-process.md,gaimen-kirikae-process,ai_extracted,medium,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gijinkoku-category-1-2-3-4.md,gijinkoku-category-1-2-3-4,ai_extracted,high,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gijinkoku-cefr-b2-2026.md,gijinkoku-cefr-b2-2026,ai_extracted,high,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gijinkoku-job-mismatch.md,gijinkoku-job-mismatch,ai_verified,high,high,official,human_curated_early,needs_domain,deep-water family slug/keyword,9,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gijinkoku-koushin-shorui.md,gijinkoku-koushin-shorui,ai_verified,high,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,7,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gijinkoku-major-job-match.md,gijinkoku-major-job-match,ai_extracted,high,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gijinkoku-shihon-jugyou-strict.md,gijinkoku-shihon-jugyou-strict,ai_extracted,high,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/gijinkoku-shotoku-shokuin-naka.md,gijinkoku-shotoku-shokuin-naka,ai_extracted,high,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/ginko-account-gaijin-6months.md,ginko-account-gaijin-6months,ai_extracted,medium,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,3,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/ginko-kouza-gaijin.md,ginko-kouza-gaijin,ai_verified,medium,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,5,5,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/haigusha-todokede-14days.md,haigusha-todokede-14days,ai_extracted,high,high,official,ai_bulk_2026_05_17,needs_domain,deep-water family slug/keyword,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/haken-zairyu.md,haken-zairyu,ai_verified,high,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,7,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/henkou-shinsei-fee-6000.md,henkou-shinsei-fee-6000,ai_extracted,low,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/hi-kyojusha-tax-20-42.md,hi-kyojusha-tax-20-42,ai_extracted,medium,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/hometown-tax-furusato.md,hometown-tax-furusato,ai_extracted,low,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/hoshou-jin-eijuu.md,hoshou-jin-eijuu,ai_extracted,medium,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/houjin-touki-overview.md,houjin-touki-overview,ai_extracted,medium,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/ikuji-kyugyo-shotoku-67.md,ikuji-kyugyo-shotoku-67,ai_extracted,low,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/ikuji-sangyo-kyugyo-zairyu.md,ikuji-sangyo-kyugyo-zairyu,ai_verified,high,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,9,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/ikusei-shuroh-overview.md,ikusei-shuroh-overview,ai_extracted,medium,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/ikusei-shuroh-seido.md,ikusei-shuroh-seido,ai_verified,high,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,7,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/iryouhi-kojo-200000.md,iryouhi-kojo-200000,ai_extracted,low,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/jfind-tokutei-katsudou.md,jfind-tokutei-katsudou,ai_extracted,medium,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/jidou-teate-gaikokujin.md,jidou-teate-gaikokujin,ai_verified,low,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,5,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/jidou-teate-overview.md,jidou-teate-overview,ai_extracted,low,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/jukyochi-90days-torikeshi.md,jukyochi-90days-torikeshi,ai_extracted,high,high,official,ai_bulk_2026_05_17,needs_domain,deep-water family slug/keyword,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/jukyochi-mynumber-renke-juminhyo.md,jukyochi-mynumber-renke-juminhyo,ai_extracted,low,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/jukyochi-todokede-14days.md,jukyochi-todokede-14days,ai_extracted,high,high,official,ai_bulk_2026_05_17,l5_eligible,slug matches L5 signal 'todoke',4,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/jumin-zei-gaiyo.md,jumin-zei-gaiyo,ai_verified,medium,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,0,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/jumin-zei-jan1-criterion.md,jumin-zei-jan1-criterion,ai_extracted,medium,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/jumin-zei-no-shukyou-3types.md,jumin-zei-no-shukyou-3types,ai_extracted,low,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/jumin-zei-shutsukoku.md,jumin-zei-shutsukoku,ai_verified,high,high,official,human_curated_early,needs_domain,primary official URL DEAD (https://www.soumu.go.jp/main_sosiki/jichi_gyousei/c-zaisei/czaisei_4.html); needs FACT URL refresh,5,5,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/juminzei-kazei-shomeisho.md,juminzei-kazei-shomeisho,ai_verified,medium,medium,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,7,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/jutaku-loan-kojyo-overview.md,jutaku-loan-kojyo-overview,ai_extracted,low,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/jutaku-shikikin-rekkin-shuukan.md,jutaku-shikikin-rekkin-shuukan,ai_extracted,low,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/jyumin-hyo-gaijin.md,jyumin-hyo-gaijin,ai_verified,medium,high,official,human_curated_early,needs_domain,primary official URL DEAD (https://www.soumu.go.jp/main_sosiki/jichi_gyousei/daityo/gaikokujin.html); needs FACT URL refresh,5,5,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kaigo-hoken-40-65.md,kaigo-hoken-40-65,ai_extracted,low,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kaigo-hoken-day1-after-40.md,kaigo-hoken-day1-after-40,ai_extracted,low,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kaigo-hoken-gaijin.md,kaigo-hoken-gaijin,ai_verified,medium,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,5,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kaiko-yokoku-30days.md,kaiko-yokoku-30days,ai_extracted,medium,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,3,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kakkoukin-mortgage-foreigner.md,kakkoukin-mortgage-foreigner,ai_extracted,medium,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kakutei-shinkoku-deadline-march15.md,kakutei-shinkoku-deadline-march15,ai_extracted,high,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,4,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kakutei-shinkoku-gijmu.md,kakutei-shinkoku-gijmu,ai_verified,medium,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,5,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kazoku-shanzaihon-imin.md,kazoku-shanzaihon-imin,ai_extracted,high,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kazoku-taizai-henko.md,kazoku-taizai-henko,ai_extracted,high,medium,official,human_curated_early,needs_domain,deep-water family slug/keyword,5,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kazoku-taizai-shotoku-280.md,kazoku-taizai-shotoku-280,ai_extracted,high,low,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kazoku-taizai-shussan-shutoku.md,kazoku-taizai-shussan-shutoku,ai_extracted,high,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kazoku-taizai-target-status.md,kazoku-taizai-target-status,ai_extracted,medium,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kazoku-taizai-yoken.md,kazoku-taizai-yoken,ai_verified,high,high,official,human_curated_early,needs_domain,ai_verified but contains ai_inference/strategy language,5,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kazoku-taizai-zairyu-period.md,kazoku-taizai-zairyu-period,ai_extracted,medium,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kazoku-yobi-naitei-haigusha.md,kazoku-yobi-naitei-haigusha,ai_extracted,medium,medium,official,ai_bulk_2026_05_17,needs_domain,deep-water family slug/keyword,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kazoku-yobi-yose-shorui.md,kazoku-yobi-yose-shorui,ai_extracted,medium,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kazoku-yobi-yose.md,kazoku-yobi-yose,ai_verified,high,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,5,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/keiei-kanri-2025-10.md,keiei-kanri-2025-10,human_reviewed,critical,high,official,human_curated_early,needs_domain,deep-water family slug/keyword,7,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/keiei-kanri-2025-4-requirements.md,keiei-kanri-2025-4-requirements,ai_extracted,high,high,official,ai_bulk_2026_05_17,needs_domain,deep-water family slug/keyword,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/keiei-kanri-capital-asset-3000man-criterion.md,keiei-kanri-capital-asset-3000man-criterion,ai_extracted,high,medium,official,human_curated_early,guardrail_eligible,production_disposition=guardrail_only,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/keiei-kanri-existing-3year-transition.md,keiei-kanri-existing-3year-transition,ai_extracted,high,high,official,ai_bulk_2026_05_17,needs_domain,deep-water family slug/keyword,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/keiei-kanri-existing-holder-update.md,keiei-kanri-existing-holder-update,human_reviewed,high,high,official,human_curated_early,needs_domain,deep-water family slug/keyword,5,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/keiei-kanri-jimu-bessho-requirement.md,keiei-kanri-jimu-bessho-requirement,ai_extracted,high,medium,official,ai_bulk_2026_05_17,needs_domain,deep-water family slug/keyword,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kekkon-todoke-procedure.md,kekkon-todoke-procedure,ai_extracted,medium,high,official,ai_bulk_2026_05_17,l5_eligible,slug matches L5 signal 'todoke',3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kenkyu-kyouiku-visa.md,kenkyu-kyouiku-visa,ai_verified,high,high,official,human_curated_early,runtime_eligible,ai_verified + official + factual + not deep-water + risk<critical,7,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kenpo-hifuyousha.md,kenpo-hifuyousha,ai_verified,medium,high,official,human_curated_early,needs_domain,primary official URL DEAD (https://www.nenkin.go.jp/service/kounen/hihokensha/20150407.html); needs FACT URL refresh,5,5,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kenpo-kizubyou-teate.md,kenpo-kizubyou-teate,ai_verified,low,high,official,human_curated_early,stale_or_reject,kyoukaikenpo URL 404 per audit,4,1,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kibyou-teate-3day-byouki.md,kibyou-teate-3day-byouki,ai_extracted,low,high,official,ai_bulk_2026_05_17,needs_domain,ai_extracted high-confidence — promote candidate pending DOMAIN review,3,0,
/Users/martin/Documents/tebiq-rc-sprint/docs/fact-cards/kihaku-shippai-saido-strategy.md,kihaku-shippai-saido-strategy,ai_extracted,high,medium,official,ai_bulk_2026_05_17,needs_domain,ai_extracted + low/medium confidence — pending DOMAIN review,3,0,
